"file","id","offset","source","target","note"
"JOGEN.TK2","JOGEN.TK2:0011","11","Current crew is inexperienced.","現有乘員經驗不足。",""
"JOGEN.TK2","JOGEN.TK2:0012","12","Approaching %-10s
and waiting for battle orders.","正在接近 %-10s
並等待作戰命令。",""
"JOGEN.TK2","JOGEN.TK2:0013","13","Ready and waiting for battle
orders.","準備就緒，等待作戰命令。",""
"JOGEN.TK2","JOGEN.TK2:0014","14","This fleet is too weak.
Request permission to re-
organize.","這支艦隊戰力太弱。請求准許重新編組。",""
"JOGEN.TK2","JOGEN.TK2:0015","15","This fleet is too weak.
We will try to avoid any
skirmishes.","這支艦隊戰力太弱。我們將盡量避免交戰。",""
"JOGEN.TK2","JOGEN.TK2:0016","16","All is well and we're sailing
on course.","一切正常，正沿航線前進。",""
"JOGEN.TK2","JOGEN.TK2:0017","17","Fleet is well. Ready to
attack upon your orders.","艦隊狀況良好，隨時可依您的命令發動攻擊。",""
"JOGEN.TK2","JOGEN.TK2:0018","18","Ready to attack. Waiting for
further orders.","攻擊準備就緒。等待進一步命令。",""
"JOGEN.TK2","JOGEN.TK2:0019","19","Fleet is docked at port and
unable to attack.","艦隊停泊在港口，無法發動攻擊。",""
"JOGEN.TK2","JOGEN.TK2:0020","20","Enemy is sure to attack.
Request back up at once.","敵人勢必來攻。請立即增援。",""
"JOGEN.TK2","JOGEN.TK2:0021","21","We are encountering strong
winds. Our aircraft cannot
take off.","我們正遭遇強風，飛機無法起飛。",""
"JOGEN.TK2","JOGEN.TK2:0022","22","Heavy fog, low visibility.
Our aircraft cannot take off.","濃霧，能見度低。飛機無法起飛。",""
"JOGEN.TK2","JOGEN.TK2:0023","23","Land forces are engaged in
battle. Request permission to
assist.","地面部隊正在交戰。請求准許支援。",""
"JOGEN.TK2","JOGEN.TK2:0024","24","We have few materials
remaining. Restricting A.F.
action to a minimum.","剩餘物資不多，將航空隊行動限制在最低限度。",""
"JOGEN.TK2","JOGEN.TK2:0025","25","Few aircraft assigned.
Request permission to supply
aircraft.","配屬的飛機不足。請求准許補充飛機。",""
"JOGEN.TK2","JOGEN.TK2:0026","26","An enemy fleet may be nearby.
Request permission to search
the area.","附近可能有敵方艦隊。請求准許搜索該區域。",""
"JOGEN.TK2","JOGEN.TK2:0027","27","Our air force is too weak. We
should avoid all skirmishes.","我方航空隊戰力太弱，應避免一切交戰。",""
"JOGEN.TK2","JOGEN.TK2:0028","28","Our air forces suffer from
inexperience.","我方航空隊缺乏經驗。",""
"JOGEN.TK2","JOGEN.TK2:0029","29","Aircraft not equipped with
torpedoes. Air force not
suitable for the strike.","飛機未裝備魚雷，航空隊不適合執行此次攻擊。",""
"JOGEN.TK2","JOGEN.TK2:0030","30","Request permission to bomb an
enemy base.","請求准許轟炸敵方基地。",""
"JOGEN.TK2","JOGEN.TK2:0031","31","I have nothing to report,
sir.","長官，沒有需要報告的事項。",""
"JOGEN.TK2","JOGEN.TK2:0032","32","A large enemy force is
expected to attack. Request
back up immediately.","預計敵方大軍將發動攻擊。請立即增援。",""
"JOGEN.TK2","JOGEN.TK2:0033","33","The unit is badly damaged. We
need a replacement unit at
once.","部隊受損嚴重。亟需替補部隊即刻到達。",""
"JOGEN.TK2","JOGEN.TK2:0034","34","The unit is badly damaged.
Request permission to disen-
gage from battle.","部隊受損嚴重。請求准許脫離戰鬥。",""
"JOGEN.TK2","JOGEN.TK2:0035","35","The unit is badly damaged.
Request immediate supplies.","部隊受損嚴重。請求立即補給。",""
"JOGEN.TK2","JOGEN.TK2:0036","36","The unit is badly damaged.
Battles will be avoided.","部隊受損嚴重，將避免戰鬥。",""
"JOGEN.TK2","JOGEN.TK2:0037","37","We are ready for action.","我們已做好行動準備。",""
"JOGEN.TK2","JOGEN.TK2:0038","38","There is no need to defend
this area. Request permission
to be sent to the front.","此區域無需防守。請求准許調往前線。",""
"JOGEN.TK2","JOGEN.TK2:0039","39","We've encountered an enemy
unit. Request permission to
engage in battle.","遭遇敵方部隊。請求准許交戰。",""
"JOGEN.TK2","JOGEN.TK2:0040","40","There is nothing to report.","沒有需要報告的事項。",""
"KAIMSG.TK2","KAIMSG.TK2:0000","0","Estimation of the Budget Expenditures 

       New Warship   :  1000/ship           Base Upkeep :   500/base
       Warship Repair:   250/ship           New Harbor  :  3000/each
       New Aircraft  :    10/plane          New Airfield:  2000/each
       Division      :    10/unit           Technology  :   500/topic
       Foreign Expen.:  1000/nation         Government  :  minimum 5000","預算支出估算

       新建軍艦  ： 1000/艘           基地維持費：  500/基地
       軍艦修理  ：  250/艘           新建港口  ： 3000/座
       新建飛機  ：   10/架           新建機場  ： 2000/座
       師團      ：   10/支           科技      ：  500/項
       外交支出  ： 1000/國           政府支出  ： 最低5000",""
"KAIMSG.TK2","KAIMSG.TK2:0001","1","Estimation of the Material Expenditures

       Fleet Usage   :  3000/fleet          A.F. Usage  :   250/base
       New Warship   :  2500/ship           Base Upkeep :   500/base
       Warship Repair:   250/ship           New Harbor  :  5000/each
       New Aircraft  :    20/plane          New Airfield:  3000/each
       Division      :   150/unit           National    :  minimum 10000","物資支出估算

       艦隊使用  ： 3000/艦隊         航空隊使用：  250/基地
       新建軍艦  ： 2500/艘           基地維持費：  500/基地
       軍艦修理  ：  250/艘           新建港口  ： 5000/座
       新建飛機  ：   20/架           新建機場  ： 3000/座
       師團      ：  150/支           國家支出  ： 最低10000",""
"KAIMSG.TK2","KAIMSG.TK2:0002","2","Drafting Forces

 Navy  : Assign up to 20 reserve units to the Marines.

 Army  : Assign up to 30 units to the army reserves.

 GNP   : You may draft 1 unit for every 1 point of GNP when your
         industry is 50 or higher.

         You may draft 1 unit for every 2 points of GNP when your
         industry is 49 or lower.

         The maximum number of people you may draft is equal to your
         GNP minus 20.

 Europe: The number of units sent to fight in the European front.","徵用兵力

 海軍：最多可將20支預備隊配屬給陸戰隊。

 陸軍：最多可將30支部隊配屬給陸軍預備隊。

 GNP ：工業值在50以上時，每1點GNP可徵用1支部隊。

         工業值在49以下時，每2點GNP可徵用1支部隊。

         可徵用的最大人數等於GNP減20。

 歐洲：派往歐洲戰線作戰的部隊數。",""
"KAIMSG.TK2","KAIMSG.TK2:0003","3","Technology

 Spy Tech.  : The technology of information gathering. An increase in spy
              technology improves the capacity of electronic weapons and
              the success rate of searching for enemies.

 Naval Tech.: The technology of developing advanced warships. An increase in
              naval technology shortens the time to repair or build ships.

 Aeronautics: The technology of developing advanced aircraft. It affects the
              rate of determining successful hits in an air battle.

 Weaponry   : The technology of building new weapons. It affects the rate of
              determining successful hits in battles.

 Industry   : The technology of producing industrial outputs. It affects the
              costs to build and repair weapons.","科技

 間諜科技：情報蒐集的技術。提升間諜科技可增強
              電子兵器的性能，並提高搜索敵人的
              成功率。

 海軍科技：開發先進軍艦的技術。提升海軍科技
              可縮短修理或建造艦船的時間。

 航空技術：開發先進飛機的技術。影響空戰中
              命中判定的成功率。

 武器技術：建造新武器的技術。影響戰鬥中
              命中判定的成功率。

 工業　　：生產工業產出的技術。影響建造與
              修理武器的成本。",""
"KAIMSG.TK2","KAIMSG.TK2:0004","4","Base Transports: Ships used to transport materials from
                  the bases to the mainland on the first
                  day of each month. Up to 200 units of
                  materials may be loaded per transport.","基地運輸船：每月第一天將物資從各基地
                  運回本土的船隻。每艘運輸船
                  最多可裝載200單位物資。",""
"KAIMSG.TK2","KAIMSG.TK2:0005","5","Base Materials: Each base needs materials for fleet and
                 land force supplies, warship repairs,
                 and base air force mobility points.","基地物資：每個基地都需要物資，用於艦隊
                 與地面部隊的補給、軍艦修理，
                 以及基地航空隊的行動點數。",""
"SCESETSU.TK2","SCESETSU.TK2:0000","0","I will explain the current
status of our country.The first chart shows our
diplomatic relations with
major countries.The situation is not good.We should build up our
forces that surround Japan.The next chart shows the
state of our country.If you wish to utilize a
radar system, we need more
investment in spy technology.Our productivity is slow-
ing down. We must urgently
secure a sufficient national
budget.We should improve our
technology in all areas and
overpower the Japanese.It's safe to say that we
have sufficient resources.Next is the status of our
Navy. Please look at this
chart.We need more fleet bombers
and land attack aircraft in
reserve. Please speed up their
production.We need more Navy scouts
in reserve. Please speed up
their production.We need more marines in
reserve. We should draft more
men and increase the reserve.With our reserve forces
running low, it's difficult to
continue the war. We need to
find a solution immediately.We need more aircraft in
reserve. Please speed up their
production.We need more marines in
reserve. Please draft more men
and increase the reserve.We have sufficient reserve
forces at this time. The
Japanese forces will be easy
to defeat.Next, I'll show you our
sphere of influence. Please
look at the map of the
Pacific.A surprise attack on Hawaii
is the main task this time. We
don't need to secure a supply
route.Occupation of Manila in the
Philippines is essential to
secure resources in South
Asia.Seizing Guadalcanal will
enable us to cut off communi-
cations between the U.S. and
Australia.If the enemy seizes Saipan
or Guam, our Absolute Defense
Parameter will collapse from
the Central Pacific.We should occupy Midway and
use it as a foothold to attack
Hawaii.The fall of Manila will
sever our supply route from
the south. That will cause a
serious shortage of supplies.The fall of Iwo Jima and
Naha will enable the
Americans to invade mainland
Japan.Defense of Manila is vital
to block Japan's advance to
the south.We should launch a counter-
offensive starting with the
recapture of the Gilbert and
Marshall naval bases.The capture of Saipan and
Guam will enable us to isolate
the Truk Island, the largest
enemy post in the Pacific.Midway is an outpost for
our home port in Hawaii. We
must defend it at all costs.Guadalcanal provides a vital
supply route between the U.S.
and Australia.Capturing Manila is the best
way to sever Japan's supply
route from the south.We can completely isolate
mainland Japan by gaining
control of Iwo Jima and
Naha.Next I will explain the
distribution of our forces.
Please look at the map.Our main objective is to
launch a surprise attack on
Hawaii. Land forces will not
be required.We should concentrate our
forces in the Philippines,
Malay, and Dutch East Indies.We should reinforce New
Guinea and Burma to block
counterattacks from the U.S./
British forces.I think we should concentrate
our forces in the Central
Pacific around Saipan and
Guam.If we are to sever the U.S.
and Australia, we should
immediately reinforce the New
Guinea front.We are severly outnumbered
by the enemy. It will be diff-
icult to regain the advantage.We should fortify our
defense in Iwo Jima and
Naha to delay the enemy's
invasion into mainland Japan.We should concentrate our
forces in the Philippines and
fortify our defense in the
south.Australia could be used as a
base to deploy forces to New
Guinea.We should concentrate our
forces in the Central Pacific
and New Guinea and take the
offensive from the two areas.We should concentrate our
forces in Saipan and Guam to
take the Philippines.If we concentrate all our
forces to capture Iwo Jima and
Naha, victory will be ours.Lastly, this is the location
of our fleets in the Pacific.This is the end of the
report. I'll wait for your
instructions, Commander.Judging from the circum-
stances, I believe the final
goal for this operation should
be one of these three.Please choose one.We will put this operation in
action according to this goal.
We promise you a sweeping
victory, Commander!1. Occupy Hong Kong, Manila, Singapore, Batavia, and Balikpapan by 2/15/42.2. Destroy the British Royal Navy by 2/15/42.3. Establish supply routes from Japan to Batavia by 2/15/42.1. Sink 10 or more aircraft carriers or battleships by 2/15/42.2. Sink 30 or more warships by 2/15/42.3. Hold Singapore and occupy Saigon, Hanoi, and Bangkok by 2/15/42.1. Occupy Midway and Attu Island by June 18, 1942.2. Sink 3 or more aircraft carriers by June 18, 1942.3. Sink an aircraft carrier and occupy Midway by June 18, 1942.1. Sink 4 or more aircraft carriers, or 6 or more battleships by 6/18/1942.2. Sink 20 or more warships by 6/18/1942.3. Hold the Midway Base and occupy Wake by 6/18/1942.1. Occupy at least two bases in Guadalcanal, E. Santo, or Fiji by 9/28/42.2. Occupy Port Moresby by 9/28/42.3. Hold the Truk Base and sink 30 or more warships by 9/28/42.1. Sink 8 or more aircraft carriers or battleships by 9/28/42.2. Hold the P. Moresby Base and sink 30 or more enemy warships by 9/28/42.3. Occupy at least two bases in Truk, Rabaul, or Wewak by 9/28/42.1. Sink 10 or more aircraft carriers or battleships by 6/9/44.2. Hold the Saipan and Guam bases, and sink 30 or more warships by 6/9/44.3. Hold Saipan and occupy the Marshall and Gilbert Bases by 6/9/44.1. Occupy three bases in Saipan, Guam, Palau, or Biak by July 9, 1944.2. Sink 3 or more aircraft carriers and occupy Saipan by July 9, 1944.3. Sink 10 or more carriers or battleships by July 9, 1944.1. Sink 10 or more aircraft carriers or battleships by Nov. 23, 1944.2. Hold the Manila Base and sink 30 or more warships by Nov. 23, 1944.3. Occupy Saipan and Guam by Nov. 23, 1944.1. Occupy Manila, Davao, and Palau by 11/23/44.2. Sink 10 or more carriers or battleships by 11/23/44.3. Sink 20 or more warships including 1 dreadnought battleship by 11/23/44.1. Sink 8 or more aircraft carriers, or 10 or more battleships by 4/11/45.2. Sink 30 or more warships by 4/11/45.3. Establish supply routes between Japan and Truk by 4/11/45.1. Occupy Iwo Jima and Naha by 4/11/1945.2. Sink the dreadnought battleship, Yamato, and occupy Naha by 4/11/1945.3. Annihilate the Japanese fleet by 4/11/1945.","接下來說明我國
目前的狀況。第一張圖表顯示我國
與主要國家的
外交關係。情勢並不樂觀。我們應強化
包圍日本的兵力。下一張圖表顯示
我國的狀態。若要運用雷達系統，
需要增加對間諜科技
的投資。我國的生產力正在
下滑。我們必須緊急
確保充足的國家預算。我們應提升各領域的
科技，壓倒日本人。可以說我們的
資源相當充足。接下來是海軍的狀況。
請看這張圖表。我們需要更多艦載轟炸機
與陸上攻擊機的預備機。
請加快生產。我們需要更多海軍
偵察機的預備機。
請加快生產。我們需要更多陸戰隊
預備隊。應徵召更多人員
以擴充預備隊。預備兵力即將枯竭，
難以繼續作戰。
必須立即找出對策。我們需要更多飛機的
預備機。請加快生產。我們需要更多陸戰隊
預備隊。請徵召更多人員
以擴充預備隊。目前預備兵力充足。
要擊敗日本軍隊
將輕而易舉。接下來展示我國的
勢力範圍。請看
太平洋地圖。奇襲夏威夷是本次的
主要任務，無需確保
補給線。占領菲律賓的馬尼拉，
是確保南亞資源
不可或缺的行動。奪取瓜達康納爾，
便能切斷美國與
澳洲之間的交通。若敵人奪取塞班或關島，
我國的絕對國防圈將
從中太平洋崩潰。我們應占領中途島，
作為進攻夏威夷的
立足點。馬尼拉陷落將切斷
來自南方的補給線，
導致物資嚴重短缺。硫磺島與那霸陷落，
將使美國人得以
入侵日本本土。守住馬尼拉是阻擋
日本南進的關鍵。我們應從奪回吉爾伯特
與馬紹爾的海軍基地開始，
發動反攻。攻占塞班與關島，
便能孤立太平洋上最大的
敵方據點特魯克島。中途島是夏威夷母港的
前哨，必須不惜一切
代價守住。瓜達康納爾是美國與
澳洲之間的重要
補給通道。攻占馬尼拉是切斷日本
南方補給線的
最佳手段。只要控制硫磺島與那霸，
便能完全孤立
日本本土。接下來說明我方的
兵力部署。請看地圖。主要目標是奇襲夏威夷，
無需動用地面部隊。應將兵力集中於菲律賓、
馬來與荷屬東印度。應增援新幾內亞與緬甸，
阻擋美英軍隊的反擊。我認為應將兵力集中於
中太平洋的塞班與
關島一帶。若要切斷美國與澳洲，
應立即增援
新幾內亞戰線。我方兵力遠遜於敵，
要挽回優勢
將十分困難。應強化硫磺島與那霸的
防衛，延緩敵人
入侵日本本土。應將兵力集中於菲律賓，
鞏固南方的防衛。可以澳洲為基地，
向新幾內亞派遣兵力。應將兵力集中於中太平洋
與新幾內亞，自兩地
展開攻勢。應將兵力集中於塞班
與關島，以奪取菲律賓。若集中全力攻占硫磺島
與那霸，勝利將屬於我們。最後，這是我方艦隊
在太平洋的位置。報告完畢。恭候您的
指示，司令。從情勢判斷，本次作戰的
最終目標應是
以下三者之一。請選擇其一。我們將依此目標執行作戰。
司令，我們保證為您
帶來全面的勝利！1. 於2/15/42前占領香港、馬尼拉、新加坡、巴達維亞與巴厘巴板。2. 於2/15/42前殲滅英國皇家海軍。3. 於2/15/42前建立日本至巴達維亞的補給線。1. 於2/15/42前擊沉10艘以上航空母艦或戰艦。2. 於2/15/42前擊沉30艘以上軍艦。3. 於2/15/42前保有新加坡，並占領西貢、河內與曼谷。1. 於1942年6月18日前占領中途島與阿圖島。2. 於1942年6月18日前擊沉3艘以上航空母艦。3. 於1942年6月18日前擊沉1艘航空母艦並占領中途島。1. 於6/18/1942前擊沉4艘以上航空母艦，或6艘以上戰艦。2. 於6/18/1942前擊沉20艘以上軍艦。3. 於6/18/1942前保有中途島基地並占領威克島。1. 於9/28/42前占領瓜達康納爾、聖埃斯皮里圖或斐濟之中至少兩處基地。2. 於9/28/42前占領莫士比港。3. 於9/28/42前保有特魯克基地並擊沉30艘以上軍艦。1. 於9/28/42前擊沉8艘以上航空母艦或戰艦。2. 於9/28/42前保有莫士比港基地並擊沉30艘以上敵方軍艦。3. 於9/28/42前占領特魯克、拉包爾或韋瓦克之中至少兩處基地。1. 於6/9/44前擊沉10艘以上航空母艦或戰艦。2. 於6/9/44前保有塞班與關島基地，並擊沉30艘以上軍艦。3. 於6/9/44前保有塞班，並占領馬紹爾與吉爾伯特基地。1. 於1944年7月9日前占領塞班、關島、帛琉或比亞克之中的三處基地。2. 於1944年7月9日前擊沉3艘以上航空母艦並占領塞班。3. 於1944年7月9日前擊沉10艘以上航空母艦或戰艦。1. 於1944年11月23日前擊沉10艘以上航空母艦或戰艦。2. 於1944年11月23日前保有馬尼拉基地並擊沉30艘以上軍艦。3. 於1944年11月23日前占領塞班與關島。1. 於11/23/44前占領馬尼拉、達沃與帛琉。2. 於11/23/44前擊沉10艘以上航空母艦或戰艦。3. 於11/23/44前擊沉20艘以上軍艦，其中包含1艘無畏級戰艦。1. 於4/11/45前擊沉8艘以上航空母艦，或10艘以上戰艦。2. 於4/11/45前擊沉30艘以上軍艦。3. 於4/11/45前建立日本與特魯克之間的補給線。1. 於4/11/1945前占領硫磺島與那霸。2. 於4/11/1945前擊沉無畏級戰艦大和號，並占領那霸。3. 於4/11/1945前殲滅日本艦隊。",""
